keyword,tweet,clean_tokens,clean_text,lex_score,lex_label,ml_label
grab,"Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! 🍝🍜

Cek dan klaim dari resto ini 👇
https://t.co/doSg7ARsJ8

t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/aNkFanc4gK","['shopeefood', 'diskon', '90', 'sd', '25rb', '', 'khusus', 'resto', 'cek', 'klaim', 'resto', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'gojek']",shopeefood diskon 90 sd 25rb  khusus resto cek klaim resto gofood grabfood kode promo go grab shopee food sfood voucher gojek,4.0,positive,positive
grab,"Klaim vc di halaman restoo🥳
siapa tau akunnya wangii✨️
👍 https://t.co/OjyYGLGAQg

gofood grabfood shopeefood kode promo go grab shopee food diskon voucher daget gojek https://t.co/hgoNCClHDI","['klaim', 'vc', 'halaman', 'restoo', 'tau', 'akun', 'wangi', 'gofood', 'grabfood', 'shopeefood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'diskon', 'voucher', 'daget', 'gojek']",klaim vc halaman restoo tau akun wangi gofood grabfood shopeefood kode promo go grab shopee food diskon voucher daget gojek,4.0,positive,positive
grab,"‼️ Voucher diskon 100% max 40rb! Bisa semua resto ✨

Klaim di resto ini sebelum habis 👇👇👇
https://t.co/p9LzoEogsv
https://t.co/p9LzoEogsv

t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/ps6joognEw","['', 'voucher', 'diskon', '100', 'max', '40rb', 'resto', 'klaim', 'resto', 'habis', 'gofood', 'grabfood', 'shopeefood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'gojek', 'daget', 'gratis', 'ongkir', 'thr', 'dana', 'kaget']", voucher diskon 100 max 40rb resto klaim resto habis gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget,6.0,positive,positive
grab,"Ada potongan Moon Chicken 🥳 klaim voucher nya di halaman resto (siapa tau hoki) ✨️
👍 https://t.co/gwckoCbPef

Diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay https://t.co/jSptYGXFlV","['potong', 'moon', 'chicken', 'klaim', 'voucher', 'halaman', 'resto', 'tau', 'hoki', '', 'diskon', 'gofood', 'grabfood', 'shopeefood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'daget', 'gojek', 'thr', 'shopeepay']",potong moon chicken klaim voucher halaman resto tau hoki  diskon gofood grabfood shopeefood kode promo go grab shopee food daget gojek thr shopeepay,6.0,positive,positive
grab,@nae_sesange eh sumpah aku durung cerito 😫 wingi oleh driver grab prik bangett.,"['eh', 'sumpah', 'durung', 'cerito', 'wing', 'driver', 'grab', 'prik', 'bangett']",eh sumpah durung cerito wing driver grab prik bangett,0.0,neutral,neutral
grab,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzk5AI
https://t.co/D3iHNzk5AI

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/y3k2ytSuqE","['wingstop', 'shopeefood', 'diskon', '5k', 'combo', 'boneless', '', 'klaim', 'voucher', 'habis', 'daget', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'gojek', 'thr', 'shopeepay']",wingstop shopeefood diskon 5k combo boneless  klaim voucher habis daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay,6.0,positive,positive
grab,"Dari Pada Blonde Creamy Latte DISKON jadi 2K-an aja bisa pick up ✨

‼️ Klaim voucher-nya di sini sebelum habis 👇👇
https://t.co/4uue6niSc7
https://t.co/4uue6niSc7

t. daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi https://t.co/oFXBHlCBfT","['blonde', 'creamy', 'latte', 'diskon', '2kan', 'pick', '', 'klaim', 'vouchernya', 'habis', 'daget', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'jerome', 'sfood', 'gojek', 'kopi']",blonde creamy latte diskon 2kan pick  klaim vouchernya habis daget gofood grabfood kode promo go grab shopee food jerome sfood gojek kopi,3.0,positive,positive
grab,Idk...tapi mostly org teka umur smua teka 5 6 tahun muda dri umur sebenar..even pakcik grab ckp igt student 😭 saya tua dah pakcikk,"['idktapi', 'mostly', 'org', 'teka', 'umur', 'smua', 'teka', 'muda', 'dri', 'umur', 'sebenareven', 'pakcik', 'grab', 'ckp', 'igt', 'student', 'tua', 'dah', 'pakcikk']",idktapi mostly org teka umur smua teka muda dri umur sebenareven pakcik grab ckp igt student tua dah pakcikk,0.0,neutral,neutral
grab,"Jakarta-Semarang PP nyetir sendiri
Jakarta-Malang PP nyetir sendiri
jakarta-Jogja PP nyetir sendiri

Kayanya gue cocok narik grab atau jadi supir tembak antar provinsi 😂","['jakartasemarang', 'pp', 'nyetir', 'jakartamalang', 'pp', 'nyetir', 'jakartajogja', 'pp', 'nyetir', 'kaya', 'gue', 'cocok', 'narik', 'grab', 'supir', 'tembak', 'provinsi']",jakartasemarang pp nyetir jakartamalang pp nyetir jakartajogja pp nyetir kaya gue cocok narik grab supir tembak provinsi,0.0,neutral,neutral
grab,"tebak siapa yang lupa upload katalognya? betul, adalah gweh 🤡

Rise personal catalogue (OTS only)

📍CF/Comifuro/Comic Frontier 21 - N42
📅 15-16 Oktober
🌟 Fandom : Genshin Impact, Honkai : Star Rail, Identity V, Holostars ARMIS

Item in limited stock so grab it fast iyah https://t.co/ELux5pwthb","['tebak', 'lupa', 'upload', 'katalog', 'gweh', 'rise', 'personal', 'catalogue', 'ots', 'cfcomifurocomic', 'frontier', '21', 'n42', '1516', 'oktober', 'fandom', 'genshin', 'impact', 'honkai', 'star', 'rail', 'identity', 'holostars', 'armis', 'item', 'limited', 'stock', 'grab', 'fast', 'iyah']",tebak lupa upload katalog gweh rise personal catalogue ots cfcomifurocomic frontier 21 n42 1516 oktober fandom genshin impact honkai star rail identity holostars armis item limited stock grab fast iyah,0.0,neutral,neutral
grab,"@Ordinaryjhonny di gue lbh murah grab ya, shopee ongkir sama biaya layanannya mahal","['gue', 'lbh', 'murah', 'grab', 'ya', 'shopee', 'ongkir', 'biaya', 'layan', 'mahal']",gue lbh murah grab ya shopee ongkir biaya layan mahal,-2.0,negative,negative
grab,"@ruang_comment @aishiteRIE2124 Saya kmrn pake yg normal malah suruh pake yg hemat kata abangnya klo deket2 pke yg hemat aja , jdi skrg pake yg hemat grab / gojek","['kmrn', 'pake', 'yg', 'normal', 'suruh', 'pake', 'yg', 'hemat', 'abang', 'deket2', 'pke', 'yg', 'hemat', 'jdi', 'skrg', 'pake', 'yg', 'hemat', 'grab', 'gojek']",kmrn pake yg normal suruh pake yg hemat abang deket2 pke yg hemat jdi skrg pake yg hemat grab gojek,3.0,positive,positive
grab,Grab murah di awal awal doang udah gitu kalau beli di atas 100k pun gak da promo,"['grab', 'murah', 'doang', 'udah', 'gitu', 'beli', '100k', 'gak', 'da', 'promo']",grab murah doang udah gitu beli 100k gak da promo,0.0,neutral,neutral
grab,"Sedang berbincang² dengan bapak driver grab, sampe dimana bapaknya nanya :
Bapak driver : Mbanya udah brp lama kerja disana?
Aku : 9 tahun pak
Bapak driver : Lho lho tak kira masih 1 - 2 taunan mbaa
Aku : Hehe engga pak, udah lumayan lama","['bincang', 'driver', 'grab', 'sampe', 'mana', 'bapak', 'nanya', 'driver', 'mbanya', 'udah', 'brp', 'kerja', 'sana', 'driver', 'lho', 'lho', 'taun', 'mbaa', 'hehe', 'engga', 'udah', 'lumayan']",bincang driver grab sampe mana bapak nanya driver mbanya udah brp kerja sana driver lho lho taun mbaa hehe engga udah lumayan,0.0,neutral,neutral
grab,"rekel rakel racle @njaemintx 

1. MUFFIN 🩷🤏🏻 (kgn muffin rekel)
2. maramu ramen
3. GRAB WKWKWK","['rekel', 'rakel', 'racle', 'muffin', '', 'kgn', 'muffin', 'rekel', 'mara', 'ramen', 'grab', 'wkwkwk']",rekel rakel racle muffin  kgn muffin rekel mara ramen grab wkwkwk,0.0,neutral,neutral
grab,@Ordinaryjhonny gk ah grab lebih oke https://t.co/ObG4YNNfyL,"['nggak', 'ah', 'grab', 'oke']",nggak ah grab oke,-0.5,negative,negative
grab,guys bisaa pesen disinii yaa❤️ https://t.co/gB1HemEWfi,"['guys', 'bisaa', 'sen', 'sini', 'yaa']",guys bisaa sen sini yaa,0.0,neutral,neutral
grab,"@tubirfess Kalo lo merasa terganggu naik grab, gampang jgn dibikin susah.","['lo', 'ganggu', 'grab', 'gampang', 'jgn', 'bikin', 'susah']",lo ganggu grab gampang jgn bikin susah,0.0,neutral,neutral
grab,"👧: “sayang apa aku yg kesana samperin kamu ya?”
👦: “yaudah klo mau kesini, kesini aja pk grab gausah ribet” 

Plis, ini gw yg terlalu excited ya?","['sayang', 'yg', 'kesana', 'samperin', 'ya', 'yaudah', 'kesini', 'kesini', 'pk', 'grab', 'gausah', 'ribet', 'plis', 'gw', 'yg', 'excited', 'ya']",sayang yg kesana samperin ya yaudah kesini kesini pk grab gausah ribet plis gw yg excited ya,0.0,neutral,neutral
grab,@mingdilf @gtauadasiapadmn Kalau Grab sistemnya harus subscribe dulu kak drivernya biar bisa nyantol orderan hemat,"['grab', 'sistem', 'subscribe', 'kak', 'drivernya', 'biar', 'nyantol', 'order', 'hemat']",grab sistem subscribe kak drivernya biar nyantol order hemat,1.0,positive,positive
grab,"jahat bgt sumpah.. klo mau nyaman, ada gocar, gojek, grab atau pke kendaraan sndiri kan bisa. transportasi umum kan buat smua orang bkn buat lo doang 🫵","['jahat', 'bgt', 'sumpah', 'nyaman', 'gocar', 'gojek', 'grab', 'pke', 'kendara', 'sndiri', 'transportasi', 'smua', 'orang', 'bkn', 'lo', 'doang']",jahat bgt sumpah nyaman gocar gojek grab pke kendara sndiri transportasi smua orang bkn lo doang,0.0,neutral,neutral
grab,@surgadikakiwibu Tapi grab sama go ga bisa order makanan dari luar kota ke kota kita :(,"['grab', 'go', 'nggak', 'order', 'makan', 'kota', 'kota']",grab go nggak order makan kota kota,-0.5,negative,negative
grab,"Mmm no, beda akun beda wanginya. Aku pake SF kalau ada disc. 40-60%/24rb keatas. Dibawah 20rb an aku ga pake. Paling cari di Gojek, yg diatas 48% (aku utamain yg ada disc. + nya jg). Itupun mesti bandingin lagi sama akun suami. Akun Grab aku bau, jarang promo, ga dipake.","['mmm', 'beda', 'akun', 'beda', 'wangi', 'pake', 'sf', 'disc', '406024rb', 'atas', 'bawah', '20rb', 'nggak', 'pake', 'cari', 'gojek', 'yg', 'atas', '48', 'utamain', 'yg', 'disc', 'jg', 'itu', 'mesti', 'bandingin', 'akun', 'suami', 'akun', 'grab', 'bau', 'jarang', 'promo', 'nggak', 'dipake']",mmm beda akun beda wangi pake sf disc 406024rb atas bawah 20rb nggak pake cari gojek yg atas 48 utamain yg disc jg itu mesti bandingin akun suami akun grab bau jarang promo nggak dipake,-1.0,negative,negative
grab,@Ordinaryjhonny Kalo aku slalu murahan grab malah😭😭,"['slalu', 'murah', 'grab']",slalu murah grab,-1.0,negative,negative
grab,"@aenergygurl @bapaktoday Grab health, kalau gak salah 45 menit. Tp aku pakenya tahun lalu","['grab', 'health', 'gak', 'salah', '45', 'menit', 'tp', 'pakenya']",grab health gak salah 45 menit tp pakenya,-1.0,negative,negative
grab,"@cassiocpeia @gtauadasiapadmn Real
Sejauh ini abang grab paling ramah walaupun setiap hari aku pake hemat
Bahkan dapet driver yg sama berkali-kali pun mereka tetep ambil orderan ku","['real', 'abang', 'grab', 'ramah', 'pake', 'hemat', 'dapet', 'driver', 'yg', 'berkalikali', 'tetep', 'ambil', 'order', 'ku']",real abang grab ramah pake hemat dapet driver yg berkalikali tetep ambil order ku,2.0,positive,positive
grab,"@Ordinaryjhonny memangg sopiput adalah penolong, bedanya bisa 20-30rb sendiri dibanding sm gojek/grab, malah kl gojek/grab tu mesti beli banyak gitulo br dapet promo, sedangkan sopiput beli satu item aja udah dapet diskon, love sekebon buat sopiputt","['memangg', 'sopiput', 'tolong', 'beda', '2030rb', 'banding', 'sm', 'gojekgrab', 'kl', 'gojekgrab', 'tu', 'mesti', 'beli', 'gitulo', 'br', 'dapet', 'promo', 'sopiput', 'beli', 'item', 'udah', 'dapet', 'diskon', 'love', 'kebon', 'sopiputt']",memangg sopiput tolong beda 2030rb banding sm gojekgrab kl gojekgrab tu mesti beli gitulo br dapet promo sopiput beli item udah dapet diskon love kebon sopiputt,2.0,positive,positive
grab,"diaku malah selalu paling murah di grab, kalo sopifud selisih up to 15k:(","['dia', 'murah', 'grab', 'sopifud', 'selisih', '15k']",dia murah grab sopifud selisih 15k,-1.0,negative,negative
grab,di aku malah lebih byk promo grab ketimbang dua itu,"['byk', 'promo', 'grab', 'ketimbang']",byk promo grab ketimbang,1.0,positive,positive
grab,@Ordinaryjhonny wkwk murahan grab lah. kalo hari hari besar kadang diskon 70% tanpa maksimal harga,"['wkwk', 'murah', 'grab', 'kadang', 'diskon', '70', 'maksimal', 'harga']",wkwk murah grab kadang diskon 70 maksimal harga,0.0,neutral,neutral
grab,"GW TINGGAL NUNGGU GRAB, 3-2 COOOKKKK","['gw', 'tinggal', 'nunggu', 'grab', '32', 'coookkkk']",gw tinggal nunggu grab 32 coookkkk,-1.0,negative,negative
grab,@Ordinaryjhonny Tapi kadang kalo lagi gak buru2 atau laper banget suka bandingin di semua apps dulu dg pesanan yg sama sesekali grab paling murah,"['kadang', 'gak', 'buru2', 'laper', 'banget', 'suka', 'bandingin', 'apps', 'dg', 'pesan', 'yg', 'grab', 'murah']",kadang gak buru2 laper banget suka bandingin apps dg pesan yg grab murah,0.0,neutral,neutral
grab,"@tubirfess Udah dijawab tuh sama KAInya, boleeeh. Kalo gamau barengan naik taksi/grab aja. Gerbong banyak gausah diambil repot, mereka juga sama lagi berjuang buat keluarganya.","['udah', 'tuh', 'kainya', 'boleeeh', 'gamau', 'bareng', 'taksigrab', 'aja', 'gerbong', 'gausah', 'ambil', 'repot', 'juang', 'keluarga']",udah tuh kainya boleeeh gamau bareng taksigrab aja gerbong gausah ambil repot juang keluarga,-1.0,negative,negative
grab,"@Ordinaryjhonny compare shopeefood, grab dan gofud
selalu beda kok
dan gue pick yang paling murah","['compare', 'shopeefood', 'grab', 'gofud', 'beda', 'gue', 'pick', 'murah']",compare shopeefood grab gofud beda gue pick murah,-1.0,negative,negative
grab,"Oh mai gucci‼️ 

Nike P6000 for women dah masuk outlet‼️

RM220 FREE POSTAGE‼️

The best time to grab gais susah nak dapat harga ni! 

Malam ni bagi size esok kita gi outlet and checkout okay 💜

https://t.co/6R7zO1p2JZ https://t.co/GTSZHgo8Lw","['oh', 'mai', 'gucci', 'nike', 'p6000', 'women', 'dah', 'masuk', 'outlet', 'rm220', 'free', 'postage', 'best', 'time', 'grab', 'gais', 'susah', 'nak', 'harga', 'ni', 'malam', 'ni', 'size', 'esok', 'gi', 'outlet', 'checkout', 'okay']",oh mai gucci nike p6000 women dah masuk outlet rm220 free postage best time grab gais susah nak harga ni malam ni size esok gi outlet checkout okay,0.0,neutral,neutral
grab,"Mesen pas udah di lokasi, driver Grab / Gojek bukan supir pribadimu. Udah dia yg salah, nyolot pula, tolol. https://t.co/g3ZurqPsyN","['mesen', 'pas', 'udah', 'lokasi', 'driver', 'grab', 'gojek', 'supir', 'pribadi', 'udah', 'yg', 'salah', 'nyolot', 'tolol']",mesen pas udah lokasi driver grab gojek supir pribadi udah yg salah nyolot tolol,-3.0,negative,negative
grab,@Ordinaryjhonny Kalo gw si sblm fix pesen gw buka smua apk dlu😭 buat mastiin nih di grab/shopeefood/gofood kah yg paling murah wlupun cm beda serebuan doang hehe:3,"['gw', 'si', 'sblm', 'fix', 'sen', 'gw', 'buka', 'smua', 'apk', 'dlu', 'mastiin', 'nih', 'grabshopeefoodgofood', 'kah', 'yg', 'murah', 'wlupun', 'cm', 'beda', 'rebu', 'doang', 'hehe3']",gw si sblm fix sen gw buka smua apk dlu mastiin nih grabshopeefoodgofood kah yg murah wlupun cm beda rebu doang hehe3,-1.0,negative,negative
grab,"@Ordinaryjhonny Iya kalau mau beli 2 makanan better shopeefood, tp kalau cuma mau beli 1 yg kisaran harga 15-20k sih aku milih grab","['iya', 'beli', 'makan', 'better', 'shopeefood', 'tp', 'beli', 'yg', 'kisar', 'harga', '1520k', 'sih', 'milih', 'grab']",iya beli makan better shopeefood tp beli yg kisar harga 1520k sih milih grab,0.0,neutral,neutral
grab,@Ordinaryjhonny Kalo pake grab unlimited juga sama murahnya kok,"['pake', 'grab', 'unlimited', 'murah']",pake grab unlimited murah,-1.0,negative,negative
grab,"Mau pesen ojol apa pun, mau hemat atau engga tolong kalau pesan di stasiun usahakan cust udah stand by di titik, semisal gamau nunggu bisa cari titik goride/grab instant atau samperin driver tanya kosong ga trs pesen langsung lewat apk. https://t.co/qrfjn6MI3M","['sen', 'ojol', 'hemat', 'engga', 'tolong', 'pesan', 'stasiun', 'usaha', 'cust', 'udah', 'stand', 'titik', 'gamau', 'nunggu', 'cari', 'titik', 'goridegrab', 'instant', 'samperin', 'driver', 'kosong', 'nggak', 'trs', 'sen', 'langsung', 'apk']",sen ojol hemat engga tolong pesan stasiun usaha cust udah stand titik gamau nunggu cari titik goridegrab instant samperin driver kosong nggak trs sen langsung apk,-1.5,negative,negative
grab,@tanyarlfes Langganan Grab Unlimited itu 9.000 /2 weeks,"['langgan', 'grab', 'unlimited', '9000', 'weeks']",langgan grab unlimited 9000 weeks,0.0,neutral,positive
grab,"nyinglah pas mereka ngelive gw lg di grab, sempet nonton bentar sampe pd saatnya abangnya kesetanan ALIAS BUSET NGEBUT BGT YAAA😭😭😭","['nyinglah', 'pas', 'ngelive', 'gw', 'lg', 'grab', 'sempet', 'nonton', 'bentar', 'sampe', 'pd', 'abang', 'setan', 'alias', 'buset', 'ngebut', 'bgt', 'yaaa']",nyinglah pas ngelive gw lg grab sempet nonton bentar sampe pd abang setan alias buset ngebut bgt yaaa,0.0,neutral,neutral
grab,ndes kalau ada yg nawarin jadi mitra driver grab cewe atau driver oren disuruh bayar tidak ke kantornya langsung jangan mau ya oke,"['ndes', 'yg', 'nawarin', 'mitra', 'driver', 'grab', 'cewe', 'driver', 'oren', 'suruh', 'bayar', 'kantor', 'langsung', 'ya', 'oke']",ndes yg nawarin mitra driver grab cewe driver oren suruh bayar kantor langsung ya oke,0.0,neutral,neutral
grab,@gtauadasiapadmn kalo grab kayanya walau yg hemat ga motong driver deh? jadi kenapa mesen hemat kaya crime bgt ya?,"['grab', 'kaya', 'yg', 'hemat', 'nggak', 'motong', 'driver', 'deh', 'mesen', 'hemat', 'kaya', 'crime', 'bgt', 'ya']",grab kaya yg hemat nggak motong driver deh mesen hemat kaya crime bgt ya,1.5,positive,positive
grab,"hallo! aku masih open nokos sampe maleman yaa, ready nokos wa, gojek, kopken, ovo, dana, grab, tokped, tiktok dan apk lainnya yaa! fastrespon ke wa yaa💖 #zonauang","['hallo', 'open', 'nokos', 'sampe', 'maleman', 'yaa', 'ready', 'nokos', 'wa', 'gojek', 'kopken', 'ovo', 'dana', 'grab', 'tokped', 'tiktok', 'apk', 'yaa', 'fastrespon', 'wa', 'yaa', 'zonauang']",hallo open nokos sampe maleman yaa ready nokos wa gojek kopken ovo dana grab tokped tiktok apk yaa fastrespon wa yaa zonauang,0.0,neutral,neutral
grab,AKU BERHASIL MENGAJAK DRIVER GRAB KU SUBSCRIBE HOLOLIVE 🔥🔥,"['hasil', 'ajak', 'driver', 'grab', 'ku', 'subscribe', 'hololive']",hasil ajak driver grab ku subscribe hololive,0.0,neutral,neutral
grab,"..mungkin memang kerajaan cukup berhasil meningkatkan pendidikan dan ekonomi warganya.

Satu lagi, naik grab di sana gapernah dapet yg bau apek alias wangi semua. Belum lagi mereka benar2 ramah dan enak diajak ngobrol banyak hal.","['raja', 'hasil', 'tingkat', 'didik', 'ekonomi', 'warga', 'grab', 'gapernah', 'dapet', 'yg', 'bau', 'apek', 'alias', 'wangi', 'benar2', 'ramah', 'enak', 'ajak', 'ngobrol']",raja hasil tingkat didik ekonomi warga grab gapernah dapet yg bau apek alias wangi benar2 ramah enak ajak ngobrol,2.0,positive,positive
grab,"@atmaghrib @Ordinaryjhonny Di daerah aku malah lebih lengkap di shopeefood, trs susah nya grab tuh kdg titik alamat nya gk pas krn maps grab nya kurang lengkap","['daerah', 'lengkap', 'shopeefood', 'trs', 'susah', 'grab', 'tuh', 'kdg', 'titik', 'alamat', 'nggak', 'pas', 'krn', 'maps', 'grab', 'lengkap']",daerah lengkap shopeefood trs susah grab tuh kdg titik alamat nggak pas krn maps grab lengkap,-0.5,negative,negative
grab,"@solitchy Bukan, dari Gadang ke Suhat jauh banget. Dari rumah ke kampus aja naik grab masih 21k.","['gadang', 'suhat', 'banget', 'rumah', 'kampus', 'grab', '21k']",gadang suhat banget rumah kampus grab 21k,0.0,neutral,neutral
grab,@Ordinaryjhonny tim grabfood sih soalnya aku langganan grab unlimited jadi ongkirnya gratis. kalo sofud kudu bayar ongkir,"['tim', 'grabfood', 'sih', 'langgan', 'grab', 'unlimited', 'ongkirnya', 'gratis', 'sofud', 'kudu', 'bayar', 'ongkir']",tim grabfood sih langgan grab unlimited ongkirnya gratis sofud kudu bayar ongkir,1.0,positive,positive
grab,"@Ordinaryjhonny bjir di aku murah grab kak, tp seasonal aja kl dpt promo jor jor an","['bjir', 'murah', 'grab', 'kak', 'tp', 'seasonal', 'kl', 'dpt', 'promo', 'jor', 'jor']",bjir murah grab kak tp seasonal kl dpt promo jor jor,0.0,neutral,neutral
grab,"Tergantung sih, kalau event biasanya grab lebih banyak potongan nya di gue, kalau lagi beruntung gojek kepotong bisa sampe 80%, tapi kalau iseng jajan nominal kecil better shopeefood

Yang pasti selalu bandingin ketiga nya dulu sebelum gas pesen wkwkwk","['gantung', 'sih', 'event', 'grab', 'potong', 'gue', 'untung', 'gojek', 'potong', 'sampe', '80', 'iseng', 'jajan', 'nominal', 'better', 'shopeefood', 'bandingin', 'tiga', 'gas', 'sen', 'wkwkwk']",gantung sih event grab potong gue untung gojek potong sampe 80 iseng jajan nominal better shopeefood bandingin tiga gas sen wkwkwk,2.0,positive,positive
grab,"plissss @GrabID adain diskon grab food 70% lagi dong 😭 sangat berguna buat anak kosan euyy

bayangin aja 18-23rb udah dapet 2 porsi??? bisa buat makan 2 kali woyyyy dan kita cuma nunggu, ga perlu panas panasan keluar

harus banget sih ada program 70% lagiiiii https://t.co/HvkT1vpDbH","['plissss', 'adain', 'diskon', 'grab', 'food', '70', 'guna', 'anak', 'kosan', 'euyy', 'bayangin', '1823rb', 'udah', 'dapet', 'porsi', 'makan', 'kali', 'woyyyy', 'nunggu', 'nggak', 'panas', 'panas', 'banget', 'sih', 'program', '70', 'lagiiiii']",plissss adain diskon grab food 70 guna anak kosan euyy bayangin 1823rb udah dapet porsi makan kali woyyyy nunggu nggak panas panas banget sih program 70 lagiiiii,-0.5,negative,negative
grab,@tanyarlfes itu grab package bukan? yang 9000/2 minggu,"['grab', 'package', '90002', 'minggu']",grab package 90002 minggu,0.0,neutral,neutral
grab,"Shopeefood Diskon 100% s/d 35rb minbel 20K. Semua resto, akun tertentu ‼️‼️

Cek dan klaim di resto ini 👇
https://t.co/tboY5WoY0a
https://t.co/tboY5WoY0a

t. gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir https://t.co/OphYJzUjRu","['shopeefood', 'diskon', '100', 'sd', '35rb', 'minbel', '20k', 'resto', 'akun', '', 'cek', 'klaim', 'resto', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'daget', 'gojek', 'gratis', 'ongkir']",shopeefood diskon 100 sd 35rb minbel 20k resto akun  cek klaim resto gofood grabfood kode promo go grab shopee food sfood voucher daget gojek gratis ongkir,5.0,positive,positive
grab,"Ayam Koplo by Hangry on SHOPEEFOOD DISKON jadi 7Ka an aja ✨😭 Nasi Ayam Goreng Penyet + Sambel 🍗 

Pakai voucher disini sekarang👇👇
https://t.co/UTasA2Zcdw
https://t.co/UTasA2Zcdw

t. gofood grabfood kode promo go grab shopee food sfood daget gojek thr shopeepay https://t.co/grKpaQojBo","['ayam', 'koplo', 'hangry', 'shopeefood', 'diskon', '7ka', 'nasi', 'ayam', 'goreng', 'penyet', 'sambel', 'pakai', 'voucher', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'daget', 'gojek', 'thr', 'shopeepay']",ayam koplo hangry shopeefood diskon 7ka nasi ayam goreng penyet sambel pakai voucher gofood grabfood kode promo go grab shopee food sfood daget gojek thr shopeepay,4.0,positive,positive
grab,"Shopeefood Diskon 90% s/d 25rb ‼️ Khusus untuk resto tertentu! 🍝🍜

Cek dan klaim dari resto ini 👇
https://t.co/doSg7ARsJ8

t. gofood grabfood kode promo go grab shopee food sfood voucher gojek https://t.co/S79GiYXH63","['shopeefood', 'diskon', '90', 'sd', '25rb', '', 'khusus', 'resto', 'cek', 'klaim', 'resto', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'gojek']",shopeefood diskon 90 sd 25rb  khusus resto cek klaim resto gofood grabfood kode promo go grab shopee food sfood voucher gojek,4.0,positive,positive
grab,@zjiahaao engga weh ga jadi beli males donlot grab wkwk,"['engga', 'weh', 'nggak', 'beli', 'males', 'donlot', 'grab', 'wkwk']",engga weh nggak beli males donlot grab wkwk,-0.5,negative,negative
grab,"WINGSTOP SHOPEEFOOD DISKON jadi 5K aja Combo 3 Boneless 🤤🍗🐔

‼️ Klaim voucher nya disini sebelum habis 👇👇
https://t.co/D3iHNzk5AI
https://t.co/D3iHNzk5AI

daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay https://t.co/ZO9VkkOJS7","['wingstop', 'shopeefood', 'diskon', '5k', 'combo', 'boneless', '', 'klaim', 'voucher', 'habis', 'daget', 'gofood', 'grabfood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'sfood', 'voucher', 'gojek', 'thr', 'shopeepay']",wingstop shopeefood diskon 5k combo boneless  klaim voucher habis daget gofood grabfood kode promo go grab shopee food sfood voucher gojek thr shopeepay,6.0,positive,positive
grab,"‼️ Voucher diskon 100% max 40rb! Bisa semua resto ✨

Klaim di resto ini sebelum habis 👇👇👇
https://t.co/p9LzoEogsv
https://t.co/p9LzoEogsv

t. gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget https://t.co/CZFcKOCjNc","['', 'voucher', 'diskon', '100', 'max', '40rb', 'resto', 'klaim', 'resto', 'habis', 'gofood', 'grabfood', 'shopeefood', 'kode', 'promo', 'go', 'grab', 'shopee', 'food', 'gojek', 'daget', 'gratis', 'ongkir', 'thr', 'dana', 'kaget']", voucher diskon 100 max 40rb resto klaim resto habis gofood grabfood shopeefood kode promo go grab shopee food gojek daget gratis ongkir thr dana kaget,6.0,positive,positive
